X,Y,Label
0.087935012,1.07464853,1
0.344779725,1.899340844,1
0.56091326,0.840862233,1
0.055244275,1.721115067,1
0.822006839,0.456125037,1
1.566447001,0.43501779,1
0.89830954,0.730301914,1
0.497379397,0.333597292,1
0.690352029,0.122685562,1
0.926268572,1.392008064,1
0.964120429,0.465461331,1
0.92031248,0.006350954,1
0.872631726,1.050719243,1
1.708695456,0.304766075,1
0.194536596,2.070562802,1
0.053237853,1.343318001,1
1.396545405,0.481530591,1
0.530322204,0.895092145,1
0.9425894,0.368816592,1
0.070544196,0.844280737,1
0.141942277,1.040099261,1
0.356555425,0.31304543,1
0.755953677,1.645057787,1
0.253755731,1.106857552,1
0.159079647,1.573956123,1
0.189573389,1.461540045,1
0.748313556,0.495200247,1
1.598717611,0.005668838,1
1.59037765,0.880833529,1
0.402382618,1.46945094,1
1.511205331,0.573185501,1
0.811755328,1.364701908,1
0.162363198,1.776743654,1
0.726131535,0.634540758,1
0.252354433,0.99660417,1
1.741660657,0.513326523,1
1.14334406,0.342206061,1
1.881894826,0.134229647,1
1.571284609,0.390039998,1
0.295533423,2.000519869,1
1.864234487,0.241271164,1
0.433528486,1.714186035,1
1.910205818,0.256503909,1
0.866694489,0.074637571,1
1.810104339,0.622366166,1
0.308147189,0.626285226,1
0.852184752,0.483657603,1
0.644643655,0.449677318,1
1.199511172,0.0492732,1
1.163835243,0.894760954,1
0.618073479,1.834573561,1
1.15947944,0.36016127,1
0.824380967,0.157493692,1
0.811299615,1.076533632,1
0.026393781,1.250413682,1
0.634250203,1.337776467,1
0.360768477,1.243889099,1
0.791923671,0.810982666,1
0.039890358,0.079008607,1
1.537040274,0.534012498,1
0.100941993,1.749992761,1
2.182778954,0.077583852,1
0.682769314,0.513706104,1
0.590897772,0.932630249,1
1.070442698,0.215344709,1
1.299763038,0.874300151,1
1.447966948,0.087233044,1
0.101357918,2.197855619,1
0.956700991,0.694153974,1
1.411790183,0.166688221,1
0.730311446,1.058301706,1
1.241412074,1.103365608,1
0.707765722,1.683138873,1
0.540720717,1.080982098,1
0.179445522,1.472906225,1
1.612435502,0.458828726,1
1.215475807,0.661373845,1
1.566961385,0.013737151,1
1.80169231,0.458410971,1
0.004943648,2.029409371,1
0.871631858,0.942936994,1
0.737397561,0.888183715,1
1.749205412,0.194308049,1
0.732325369,1.493519662,1
0.089458504,0.456158229,1
0.603708665,0.077314248,1
0.840641033,0.489357952,1
2.263539072,0.054691698,1
1.261138048,0.858657315,1
0.457335232,1.573477644,1
1.085304432,0.78165431,1
1.67385617,0.012169058,1
0.253690423,0.621102536,1
0.691155635,0.347878441,1
1.191499874,0.731160613,1
0.560583078,0.528504255,1
0.931313206,1.544076925,1
0.744694536,1.354292085,1
0.152289909,1.563776487,1
0.786989489,0.802431205,1
1.079730832,0.451152502,1
1.468517829,0.8942798,1
2.052218295,0.070944943,1
0.051350226,2.280833429,1
0.494059547,1.327563379,1
1.046648084,1.041072015,1
1.236384464,0.340373292,1
0.573790564,1.615669696,1
2.320715675,0.097921236,1
1.147969081,0.333733573,1
0.024438148,1.467913293,1
0.013236964,1.047190587,1
0.873925853,0.523285337,1
1.509235987,0.255519052,1
1.403805702,0.339221645,1
1.259288392,0.09235727,1
0.221445899,1.294573383,1
1.697363535,0.319061778,1
0.365374413,0.070075785,1
0.619372849,0.182717897,1
1.209250387,1.173529052,1
1.465041661,0.064114402,1
0.289517462,0.963723649,1
0.952981999,0.479608099,1
0.198301743,0.01643806,1
0.477591791,1.126142812,1
1.174087226,0.612412483,1
0.901650482,0.021483245,1
0.215138824,1.819544904,1
1.284034644,0.4105288,1
1.340796349,0.923943251,1
1.091864111,0.54515604,1
1.967119914,0.111365965,1
2.000094886,0.122039117,1
1.114851376,0.93506287,1
1.054558368,0.701675363,1
0.714256574,1.566563519,1
0.629240607,0.050759925,1
0.955985382,1.513887045,1
0.291344193,0.919805973,1
0.173793319,1.861777716,1
0.528171773,0.252642752,1
0.545423823,1.48536063,1
0.676801611,0.989926683,1
1.839257294,0.068465615,1
0.917211608,0.144162937,1
0.708491975,0.366237319,1
0.562063028,0.670921985,1
0.160832914,0.057017093,1
0.025725394,1.38713971,1
0.212139293,0.694278122,1
0.202151538,1.935570405,1
1.856983456,0.067139681,1
0.782865677,1.107890704,1
1.039100474,1.408960022,1
0.530409726,1.11513686,1
1.163131711,1.161201685,1
1.362151058,0.357488237,1
0.752576114,0.716667774,1
0.029772637,2.026222274,1
0.180736878,0.505229809,1
1.238195922,0.437859989,1
1.787497463,0.159595923,1
0.040042648,1.966668851,1
0.575551531,0.376744803,1
0.399673372,1.345303444,1
0.171115011,0.448943675,1
0.525712821,0.817059856,1
1.284094895,0.972889369,1
0.014284313,0.371012469,1
0.479343105,0.909970596,1
0.382060521,0.437284264,1
0.607595792,0.778626369,1
1.929857229,0.331281168,1
2.004706919,0.326626728,1
0.12982784,0.079739667,1
1.138517819,0.847267198,1
0.668633239,0.316503341,1
0.77204516,0.11591173,1
0.552220268,0.520660356,1
0.358773644,0.492948393,1
0.696439396,1.380504296,1
1.063962871,0.607598113,1
1.086212737,0.309644758,1
0.66096505,1.741730131,1
0.071939151,1.533333386,1
0.241602307,0.261779179,1
1.928539701,0.401720489,1
1.346306217,0.094709018,1
1.608519153,0.863751819,1
0.463342186,2.001837754,1
0.496967756,1.933173298,1
0.496767033,1.121869672,1
1.244995883,0.27134206,1
0.587237341,0.027458651,1
0.316162566,0.793528371,1
0.941002835,0.15336572,1
